 0.00000000e+00  0.00000000e+00  1.80000003e+00 
 1.00000000e-01  1.00000000e-01  1.80004861e+00 
 2.00000000e-01  2.00000000e-01  1.80001066e+00 
 3.00000000e-01  3.00000000e-01  1.79999993e+00 
 4.00000000e-01  4.00000000e-01  1.79999767e+00 
 5.00000000e-01  5.00000000e-01  1.79991408e+00 
 6.00000000e-01  6.00000000e-01  1.79786106e+00 
 7.00000000e-01  7.00000000e-01  1.77618082e+00 
 8.00000000e-01  8.00000000e-01  1.50141341e+00 
 9.00000000e-01  9.00000000e-01  3.92962942e-02 
 1.00000000e+00  1.00000000e+00  4.53093102e-03 
 1.10000000e+00  1.10000000e+00  2.74156626e-04 
 1.20000000e+00  1.20000000e+00  1.01256460e-05 
 1.30000000e+00  1.30000000e+00  3.12626378e-07 
 1.40000000e+00  1.40000000e+00  1.65737496e-08 
 1.50000000e+00  1.50000000e+00  7.49933661e-09 
 1.60000000e+00  1.60000000e+00  5.97971358e-09 
 1.70000000e+00  1.70000000e+00  6.20256892e-09 
 1.80000000e+00  1.80000000e+00  5.81157186e-09 
