 0.00000000e+00  1.80000025e+00  0.00000000e+00 
 1.00000000e-12  1.80052599e+00  1.80000000e-03 
 2.00000000e-12  1.80103415e+00  3.60000000e-03 
 4.00000000e-12  1.80201562e+00  7.20000000e-03 
 8.00000000e-12  1.80378454e+00  1.44000000e-02 
 1.60000000e-11  1.80667485e+00  2.88000000e-02 
 3.20000000e-11  1.81062210e+00  5.76000000e-02 
 6.40000000e-11  1.81464360e+00  1.15200000e-01 
 1.28000000e-10  1.81782686e+00  2.30400000e-01 
 2.28000000e-10  1.82172670e+00  4.10400000e-01 
 3.28000000e-10  1.82778940e+00  5.90400000e-01 
 4.28000000e-10  1.82280210e+00  7.70400000e-01 
 5.28000000e-10  1.70614456e+00  9.50400000e-01 
 6.28000000e-10  1.22583866e+00  1.13040000e+00 
 7.28000000e-10  3.76092848e-01  1.31040000e+00 
 8.28000000e-10 -1.62192702e-02  1.49040000e+00 
 9.28000000e-10  1.60428535e-02  1.67040000e+00 
 1.00000000e-09  2.29486220e-03  1.80000000e+00 
 1.01000000e-09  1.36358472e-03  1.80000000e+00 
 1.03000000e-09  2.55922009e-04  1.80000000e+00 
 1.07000000e-09 -4.03450798e-05  1.80000000e+00 
 1.15000000e-09  1.91249039e-05  1.80000000e+00 
 1.25000000e-09 -1.05394297e-05  1.80000000e+00 
 1.35000000e-09  5.86452824e-06  1.80000000e+00 
 1.45000000e-09 -3.22260201e-06  1.80000000e+00 
 1.55000000e-09  1.80246194e-06  1.80000000e+00 
 1.65000000e-09 -9.73818098e-07  1.80000000e+00 
 1.75000000e-09  5.65566666e-07  1.80000000e+00 
 1.85000000e-09 -2.92178739e-07  1.80000000e+00 
 1.95000000e-09  1.79126543e-07  1.80000000e+00 
 2.05000000e-09 -8.34451753e-08  1.80000000e+00 
 2.15000000e-09  6.07888054e-08  1.80000000e+00 
 2.25000000e-09 -1.95257661e-08  1.80000000e+00 
 2.35000000e-09  2.45507575e-08  1.80000000e+00 
 2.45000000e-09  4.79871073e-11  1.80000000e+00 
 2.55000000e-09  1.33593645e-08  1.80000000e+00 
 2.65000000e-09  5.99460158e-09  1.80000000e+00 
 2.75000000e-09  1.01026720e-08  1.80000000e+00 
 2.85000000e-09  7.77814842e-09  1.80000000e+00 
 2.95000000e-09  9.12589923e-09  1.80000000e+00 
 3.05000000e-09  8.31308825e-09  1.80000000e+00 
 3.15000000e-09  8.83293097e-09  1.80000000e+00 
 3.25000000e-09  8.47353973e-09  1.80000000e+00 
 3.35000000e-09  8.74505273e-09  1.80000000e+00 
 3.45000000e-09  8.52167310e-09  1.80000000e+00 
 3.55000000e-09  8.71868594e-09  1.80000000e+00 
 3.65000000e-09  8.53611923e-09  1.80000000e+00 
 3.75000000e-09  8.71076815e-09  1.80000000e+00 
 3.85000000e-09  8.54046180e-09  1.80000000e+00 
 3.95000000e-09  8.70838346e-09  1.80000000e+00 
 4.05000000e-09  8.54177423e-09  1.80000000e+00 
 4.15000000e-09  8.70765853e-09  1.80000000e+00 
 4.25000000e-09  8.54217759e-09  1.80000000e+00 
 4.35000000e-09  8.70743129e-09  1.80000000e+00 
 4.45000000e-09  8.54230830e-09  1.80000000e+00 
 4.55000000e-09  8.70735321e-09  1.80000000e+00 
 4.65000000e-09  8.54235741e-09  1.80000000e+00 
 4.75000000e-09  8.70732006e-09  1.80000000e+00 
 4.85000000e-09  8.54238202e-09  1.80000000e+00 
 4.95000000e-09  8.70730015e-09  1.80000000e+00 
 5.05000000e-09  8.54239929e-09  1.80000000e+00 
 5.15000000e-09  8.70728432e-09  1.80000000e+00 
 5.25000000e-09  8.54241416e-09  1.80000000e+00 
 5.35000000e-09  8.70726981e-09  1.80000000e+00 
 5.45000000e-09  8.54242858e-09  1.80000000e+00 
 5.55000000e-09  8.70725559e-09  1.80000000e+00 
 5.65000000e-09  8.54244271e-09  1.80000000e+00 
 5.75000000e-09  8.70724147e-09  1.80000000e+00 
 5.85000000e-09  8.54245681e-09  1.80000000e+00 
 5.95000000e-09  8.70722734e-09  1.80000000e+00 
 6.05000000e-09  8.54247091e-09  1.80000000e+00 
 6.15000000e-09  8.70721339e-09  1.80000000e+00 
 6.25000000e-09  8.54248488e-09  1.80000000e+00 
 6.35000000e-09  8.70719932e-09  1.80000000e+00 
 6.45000000e-09  8.54249902e-09  1.80000000e+00 
 6.55000000e-09  8.70718516e-09  1.80000000e+00 
 6.65000000e-09  8.54251304e-09  1.80000000e+00 
 6.75000000e-09  8.70717117e-09  1.80000000e+00 
 6.85000000e-09  8.54252702e-09  1.80000000e+00 
 6.95000000e-09  8.70715719e-09  1.80000000e+00 
 7.05000000e-09  8.54254102e-09  1.80000000e+00 
 7.15000000e-09  8.70714314e-09  1.80000000e+00 
 7.25000000e-09  8.54255507e-09  1.80000000e+00 
 7.35000000e-09  8.70712914e-09  1.80000000e+00 
 7.45000000e-09  8.54256902e-09  1.80000000e+00 
 7.55000000e-09  8.70711507e-09  1.80000000e+00 
 7.65000000e-09  8.54258322e-09  1.80000000e+00 
 7.75000000e-09  8.70710113e-09  1.80000000e+00 
 7.85000000e-09  8.54259715e-09  1.80000000e+00 
 7.95000000e-09  8.70708698e-09  1.80000000e+00 
 8.05000000e-09  8.54261114e-09  1.80000000e+00 
 8.15000000e-09  8.70707302e-09  1.80000000e+00 
 8.25000000e-09  8.54262522e-09  1.80000000e+00 
 8.35000000e-09  8.70705900e-09  1.80000000e+00 
 8.45000000e-09  8.54263917e-09  1.80000000e+00 
 8.55000000e-09  8.70704508e-09  1.80000000e+00 
 8.65000000e-09  8.54265313e-09  1.80000000e+00 
 8.75000000e-09  8.70703096e-09  1.80000000e+00 
 8.85000000e-09  8.54266725e-09  1.80000000e+00 
 8.95000000e-09  8.70701692e-09  1.80000000e+00 
 9.05000000e-09  8.54268127e-09  1.80000000e+00 
 9.15000000e-09  8.70700291e-09  1.80000000e+00 
 9.25000000e-09  8.54269538e-09  1.80000000e+00 
 9.35000000e-09  8.70698885e-09  1.80000000e+00 
 9.45000000e-09  8.54270944e-09  1.80000000e+00 
 9.55000000e-09  8.70697489e-09  1.80000000e+00 
 9.65000000e-09  8.54272331e-09  1.80000000e+00 
 9.75000000e-09  8.70696087e-09  1.80000000e+00 
 9.85000000e-09  8.54273736e-09  1.80000000e+00 
 9.95000000e-09  8.70694689e-09  1.80000000e+00 
 1.00500000e-08  8.54275132e-09  1.80000000e+00 
 1.01500000e-08  8.70693297e-09  1.80000000e+00 
 1.02500000e-08  8.54276543e-09  1.80000000e+00 
 1.03500000e-08  8.70691890e-09  1.80000000e+00 
 1.04500000e-08  8.54277936e-09  1.80000000e+00 
 1.05500000e-08  8.70690490e-09  1.80000000e+00 
 1.06500000e-08  8.54279341e-09  1.80000000e+00 
 1.07500000e-08  8.70689082e-09  1.80000000e+00 
 1.08500000e-08  8.54280742e-09  1.80000000e+00 
 1.09500000e-08  8.70687686e-09  1.80000000e+00 
 1.10000000e-08  8.54282834e-09  1.80000000e+00 
 1.10100000e-08 -2.30699716e-03  1.78200000e+00 
 1.10300000e-08 -5.07572500e-03  1.74600000e+00 
 1.10700000e-08 -6.04521812e-03  1.67400000e+00 
 1.11500000e-08 -6.68994496e-03  1.53000000e+00 
 1.12500000e-08 -8.35133732e-03  1.35000000e+00 
 1.13500000e-08 -1.19813758e-02  1.17000000e+00 
 1.14500000e-08 -1.89800404e-02  9.90000000e-01 
 1.15500000e-08  8.50677868e-04  8.10000000e-01 
 1.16500000e-08  1.85549042e-01  6.30000000e-01 
 1.17500000e-08  6.79285821e-01  4.50000000e-01 
 1.18500000e-08  1.41973400e+00  2.70000000e-01 
 1.19500000e-08  1.77106163e+00  9.00000000e-02 
 1.20000000e-08  1.78227977e+00  0.00000000e+00 
 1.20100000e-08  1.78673215e+00  0.00000000e+00 
 1.20300000e-08  1.79340106e+00  0.00000000e+00 
 1.20700000e-08  1.79871021e+00  0.00000000e+00 
 1.21500000e-08  1.80019596e+00  0.00000000e+00 
 1.22500000e-08  1.79994599e+00  0.00000000e+00 
 1.23500000e-08  1.80001407e+00  0.00000000e+00 
 1.24500000e-08  1.79999610e+00  0.00000000e+00 
 1.25500000e-08  1.80000100e+00  0.00000000e+00 
 1.26500000e-08  1.79999970e+00  0.00000000e+00 
 1.27500000e-08  1.80000005e+00  0.00000000e+00 
 1.28500000e-08  1.79999997e+00  0.00000000e+00 
 1.29500000e-08  1.79999999e+00  0.00000000e+00 
 1.30500000e-08  1.79999998e+00  0.00000000e+00 
 1.31500000e-08  1.79999998e+00  0.00000000e+00 
 1.32500000e-08  1.79999998e+00  0.00000000e+00 
 1.33500000e-08  1.79999998e+00  0.00000000e+00 
 1.34500000e-08  1.79999998e+00  0.00000000e+00 
 1.35500000e-08  1.79999998e+00  0.00000000e+00 
 1.36500000e-08  1.79999998e+00  0.00000000e+00 
 1.37500000e-08  1.79999998e+00  0.00000000e+00 
 1.38500000e-08  1.79999998e+00  0.00000000e+00 
 1.39500000e-08  1.79999998e+00  0.00000000e+00 
 1.40500000e-08  1.79999998e+00  0.00000000e+00 
 1.41500000e-08  1.79999998e+00  0.00000000e+00 
